Annotation Cluster 1	Enrichment Score: 68.76479813108197
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-167160~RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	15	0.5474452554744526	1.0003992445170577E-4	P30876, O43148, P35269, P19387, P19388, O00267, P13984, P52434, P36954, P52435, P24928, P62487, P51948, P62875, O15514	2077	27	11153	2.983202268228749	0.17558951568991332	4.292824313694308E-4	3.027875046738295E-4
GOTERM_BP_DIRECT	GO:0006368~transcription elongation by RNA polymerase II	16	0.583941605839416	1.0192593426306058E-4	Q9NPA8, Q86U86, P23193, P35269, Q8N7H5, O00267, P13984, Q7KZ85, P63272, Q15370, Q9Y5B0, Q14241, Q92541, Q5JVF3, Q16186, Q9Y5B9	2654	39	19416	3.001333256043128	0.4395239757794004	0.003762391511232387	0.0036040796148970804
REACTOME_PATHWAY	R-HSA-190236~Signaling by FGFR	32	1.167883211678832	2.0197036834092888E-4	P52597, P52298, O43251, P19174, P28482, P52272, Q06124, P13984, P52434, P52435, P62993, P01116, P62979, P09651, P26599, P62875, P01111, O15514, P31943, P30876, Q09161, P35269, P31483, Q01085, P30153, P19387, P19388, P36954, P24928, P67775, P62487, P62987	2077	89	11153	1.9307016926963587	0.3228362642974675	8.387199597125455E-4	5.91577724043753E-4
REACTOME_PATHWAY	R-HSA-6807505~RNA polymerase II transcribes snRNA genes	28	1.0218978102189782	2.1449473860444269E-4	P52298, P13984, O00267, P52434, P52435, Q5VT52, O60563, Q68E01, P08047, Q9NQG5, Q9NVM9, P62875, O15514, P30876, Q09161, Q9H814, P35269, Q96SY0, P19387, P29084, P19388, P36954, P24928, Q96P16, P62487, P63272, Q00403, Q9BXP5	2077	74	11153	2.031802625928769	0.33901177259536963	8.793828879940103E-4	6.202586708688979E-4
GOTERM_MF_DIRECT	GO:0001054~RNA polymerase I activity	9	0.3284671532846715	3.86960151698664E-4	P24928, O15160, P30876, Q9P1U0, O95602, P19388, O00411, P62875, P52434	2703	15	19208	4.263706992230854	0.5307659072472575	0.007641485823948364	0.007125538955016813
GOTERM_MF_DIRECT	GO:0003899~DNA-directed 5'-3' RNA polymerase activity	12	0.43795620437956206	4.1864951153510306E-4	P24928, O15160, P30876, Q9P1U0, O95602, P19387, P19388, O00411, P62875, P52434, P36954, P52435	2703	26	19208	3.2797746094083498	0.5589650552061999	0.008103562327238877	0.007556416430975176
REACTOME_PATHWAY	R-HSA-1226099~Signaling by FGFR in disease	24	0.8759124087591241	6.091378528731655E-4	P52298, P30876, Q09161, O15164, P19174, P35269, P19387, P19388, O95684, P13984, P52434, P36954, P52435, P42224, P24928, P62993, P62487, Q16630, P01116, Q92614, P62875, O94905, O15514, P01111	2077	63	11153	2.0456244124997136	0.6914879152298998	0.0023619381403575954	0.0016659553325567295
GOTERM_MF_DIRECT	GO:0001055~RNA polymerase II activity	9	0.3284671532846715	6.786519132350447E-4	P24928, P30876, O95602, P19387, P19388, O00411, P62875, P52434, P52435	2703	16	19208	3.9972253052164257	0.7347851163266489	0.012061495367041023	0.011247113071158969
REACTOME_PATHWAY	R-HSA-5655253~Signaling by FGFR2 in disease	18	0.656934306569343	0.0011017958880981322	P52298, P30876, Q09161, P19174, P35269, P19387, P19388, P13984, P52434, P36954, P52435, P24928, P62993, P62487, P01116, P62875, O15514, P01111	2077	43	11153	2.2478082207118946	0.880881727274514	0.004163537886335603	0.002936684930703828
KEGG_PATHWAY	hsa03020:RNA polymerase	15	0.5474452554744526	0.0012286976284284381	O15160, P30876, Q9GZS1, Q9P1U0, O95602, P19387, P19388, P52434, P36954, P52435, P24928, P62487, O15446, P62875, O15514	1583	34	8865	2.4706439745828845	0.34487673165713284	0.007974943097724202	0.006282585986869939
GOTERM_MF_DIRECT	GO:0001056~RNA polymerase III activity	8	0.291970802919708	0.0014948765360349415	P24928, O15160, P30876, O95602, P19388, O00411, P62875, P52434	2703	14	19208	4.060673325934148	0.9463176056623667	0.023954783835641893	0.02233737643599753
REACTOME_PATHWAY	R-HSA-1839126~FGFR2 mutant receptor activation	14	0.5109489051094891	0.004301792619272578	P52298, P30876, Q09161, P35269, P19387, P19388, P13984, P52434, P36954, P52435, P24928, P62487, P62875, O15514	2077	33	11153	2.2780817321019535	0.9997564939730829	0.014994154418439256	0.010575887269763991
REACTOME_PATHWAY	R-HSA-167161~HIV Transcription Initiation	16	0.583941605839416	0.020008334576608965	Q92804, P30876, P35269, P19387, P29084, P19388, P13984, P52434, P36954, P52435, P24928, P62487, P51948, Q00403, P62875, O15514	2077	47	11153	1.82800479414868	1.0	0.06281126140071439	0.04430291974509218
REACTOME_PATHWAY	R-HSA-167162~RNA Polymerase II HIV Promoter Escape	16	0.583941605839416	0.020008334576608965	Q92804, P30876, P35269, P19387, P29084, P19388, P13984, P52434, P36954, P52435, P24928, P62487, P51948, Q00403, P62875, O15514	2077	47	11153	1.82800479414868	1.0	0.06281126140071439	0.04430291974509218
REACTOME_PATHWAY	R-HSA-73776~RNA Polymerase II Promoter Escape	16	0.583941605839416	0.020008334576608965	Q92804, P30876, P35269, P19387, P29084, P19388, P13984, P52434, P36954, P52435, P24928, P62487, P51948, Q00403, P62875, O15514	2077	47	11153	1.82800479414868	1.0	0.06281126140071439	0.04430291974509218
REACTOME_PATHWAY	R-HSA-73779~RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	16	0.583941605839416	0.020008334576608965	Q92804, P30876, P35269, P19387, P29084, P19388, P13984, P52434, P36954, P52435, P24928, P62487, P51948, Q00403, P62875, O15514	2077	47	11153	1.82800479414868	1.0	0.06281126140071439	0.04430291974509218
REACTOME_PATHWAY	R-HSA-75953~RNA Polymerase II Transcription Initiation	16	0.583941605839416	0.020008334576608965	Q92804, P30876, P35269, P19387, P29084, P19388, P13984, P52434, P36954, P52435, P24928, P62487, P51948, Q00403, P62875, O15514	2077	47	11153	1.82800479414868	1.0	0.06281126140071439	0.04430291974509218
REACTOME_PATHWAY	R-HSA-76042~RNA Polymerase II Transcription Initiation And Promoter Clearance	16	0.583941605839416	0.020008334576608965	Q92804, P30876, P35269, P19387, P29084, P19388, P13984, P52434, P36954, P52435, P24928, P62487, P51948, Q00403, P62875, O15514	2077	47	11153	1.82800479414868	1.0	0.06281126140071439	0.04430291974509218
REACTOME_PATHWAY	R-HSA-5601884~PIWI-interacting RNA (piRNA) biogenesis	11	0.40145985401459855	0.031473188224860324	P24928, P30876, P07900, P62487, P19387, P19388, P62875, P52434, P36954, O15514, P52435	2077	29	11153	2.036807065894111	1.0	0.0945174595057625	0.0666663800346186
GOTERM_BP_DIRECT	GO:0006367~transcription initiation at RNA polymerase II promoter	12	0.43795620437956206	0.07149968083474079	Q15369, P62487, P51948, Q15370, Q00403, P35269, Q14241, P29084, P13984, P56270, P36954, O15514	2654	50	19416	1.7557799547852297	1.0	0.663591809054457	0.6356695480748767
GOTERM_BP_DIRECT	GO:0006366~transcription by RNA polymerase II	39	1.4233576642335766	0.18537449718527393	Q8TAQ2, Q13951, P35659, P23193, O15164, P13984, Q96CT7, P52434, P52435, Q9HD15, O60563, O60684, Q9ULW3, P62875, P09874, O15514, Q9H7N4, Q13501, Q9UIS9, P30876, O95602, P35269, Q9NR30, P19387, P29084, P35222, P19388, O00411, P38159, Q14919, P36954, Q9BWH6, P24928, P62487, Q00403, P23511, P08651, Q6P1K2, O94916, Q9Y5B9	2654	240	19416	1.1888093443858327	1.0	1.0	0.9580912132417679
KEGG_PATHWAY	hsa03022:Basal transcription factors	6	0.21897810218978103	0.9140831653255799	Q92804, P51948, Q00403, P35269, P29084, P13984	1583	44	8865	0.7636535921438007	1.0	1.0	0.9140831653255799

Annotation Cluster 28	Enrichment Score: 4.937276834145817
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006607~NLS-bearing protein import into nucleus	14	0.5109489051094891	1.702974398682871E-7	P49792, Q14974, O00505, Q99666, P52294, O00629, O60684, Q7Z3B4, P52292, A6NKT7, O00410, Q8NFH5	2654	20	19416	5.121024868123587	9.668218667980844E-4	1.2401146903229112E-5	1.1879338081068592E-5
GOTERM_MF_DIRECT	GO:0008139~nuclear localization sequence binding	15	0.5474452554744526	1.1079487894045913E-6	Q14974, P49790, O00505, A8CG34, P52294, O00629, P35658, O00410, Q96G21, Q8TEX9, P52948, O60684, Q92973, P52292, Q9BVL2, Q96HA1	2703	25	19208	4.263706992230855	0.002163696909014856	4.003878650290323E-5	3.733540040654352E-5
GOTERM_MF_DIRECT	GO:0061608~nuclear import signal receptor activity	11	0.40145985401459855	1.4246825724580564E-4	Q14974, O00505, P61970, P52294, O00629, O60684, Q92973, P52292, O00410, Q96G21, Q8TEX9, Q96P70	2703	20	19208	3.9083980762116166	0.24311600875803685	0.003355728227898193	0.0031291522043265505
GOTERM_CC_DIRECT	GO:0042564~NLS-dependent protein nuclear import complex	7	0.25547445255474455	6.62898055661802E-4	Q14974, O00505, P52294, O00629, O60684, P52292, Q9BQG0	2712	10	20666	5.3341445427728615	0.5396866876648124	0.00453561827558075	0.0035974818459307144

Annotation Cluster 29	Enrichment Score: 4.801554061559554
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0000387~spliceosomal snRNP assembly	21	0.7664233576642335	3.647731682936027E-11	Q13523, Q16637, P54105, Q8TEQ6, P14678, Q9UHI6, P38432, Q9Y3F4, O43290, P09234, P62316, P62306, Q15020, P62318, P62308, Q9Y4Z0, O14744, Q9BQA1, P62314, P62304	2654	30	19416	5.1210248681235875	2.0719084747877758E-7	5.4523989365991145E-9	5.2229758123302425E-9
BIOCARTA	h_smPathway:Spliceosomal Assembly	14	0.5109489051094891	5.396942572824228E-8	Q01081, P14678, Q01130, P09234, P62316, P62306, P09012, P09661, P62318, P62308, P08579, P62314, P08621, P62304	378	14	1623	4.2936507936507935	1.392401526789655E-5	1.3924111837886509E-5	1.3438387006332328E-5
GOTERM_CC_DIRECT	GO:0034709~methylosome	11	0.40145985401459855	2.911596088143638E-7	P54105, P62316, P62306, P14678, P62318, P84090, P62308, O14744, Q9BQA1, P62314, P62304	2712	13	20666	6.447867029725437	3.4059877503067604E-4	3.6240078969447414E-6	2.8744267763801023E-6
GOTERM_CC_DIRECT	GO:0030532~small nuclear ribonucleoprotein complex	11	0.40145985401459855	2.3760249102433802E-6	P62316, P62306, P09012, P09661, P14678, O95391, P62318, P62308, P62312, P62314, P62304	2712	15	20666	5.588151425762045	0.0027760919579803423	2.647570614271195E-5	2.0999534444817686E-5
GOTERM_CC_DIRECT	GO:0034719~SMN-Sm protein complex	12	0.43795620437956206	2.5400122382474564E-6	Q16637, Q9Y3F4, P62316, Q8TEQ6, P62306, P14678, P62318, Q9UHI6, P62308, P62314, P62304	2712	18	20666	5.080137659783678	0.002967406612661816	2.751679924768078E-5	2.1825290343459627E-5
GOTERM_CC_DIRECT	GO:0005685~U1 snRNP	16	0.583941605839416	8.921556073671769E-6	O75400, P14678, O95232, Q9NQ29, Q9Y383, P09234, P62316, P62306, P09012, P62318, P62308, P08579, P62314, P08621, P62304	2712	34	20666	3.585979524553184	0.01038397751914566	8.921556073671768E-5	7.076242766125984E-5
GOTERM_CC_DIRECT	GO:0005682~U5 snRNP	13	0.4744525547445255	2.5084266184750788E-5	O75643, P14678, Q96DI7, Q99633, P62316, Q6P2Q9, Q9BUQ8, P62306, P62318, P62308, P62314, P62304, O94906	2712	25	20666	3.9625073746312682	0.02892246143319166	2.3292532885840018E-4	1.847476112654661E-4
GOTERM_CC_DIRECT	GO:0005687~U4 snRNP	9	0.3284671532846715	6.0409452516289756E-5	Q8WWY3, P62316, P62306, Q13838, P14678, P62318, P62308, P62314, P62304	2712	13	20666	5.275527569775357	0.06824110523808935	5.19698966500434E-4	4.122056759935066E-4
GOTERM_BP_DIRECT	GO:0036261~7-methylguanosine cap hypermethylation	7	0.25547445255474455	1.414769683470797E-4	P62316, P62306, P14678, P62318, P62308, P62314, P62304	2654	8	19416	6.4012810851544835	0.5523063199208826	0.005022432376321329	0.00481110115485288
GOTERM_MF_DIRECT	GO:1990446~U1 snRNP binding	7	0.25547445255474455	1.671458538099916E-4	Q9Y2U8, P09012, P14678, P62318, P62308, Q14498, P62314	2703	8	19208	6.217906030336662	0.2787701912693964	0.0038443546376298065	0.0035847869587719372
GOTERM_CC_DIRECT	GO:0034715~pICln-Sm protein complex	6	0.21897810218978103	2.069817711471283E-4	P54105, P62316, P62306, P62318, P62314, P62304	2712	6	20666	7.620206489675517	0.21509590289128222	0.0016144578149476006	0.001280527224163567
REACTOME_PATHWAY	R-HSA-111367~SLBP independent Processing of Histone Pre-mRNAs	7	0.25547445255474455	0.00435970137539273	P52298, Q09161, P62306, P14678, P62318, P62308, P62304	2077	10	11153	3.7588348579682234	0.9997823492600733	0.015141336971013239	0.01067970013180737
GOTERM_CC_DIRECT	GO:0005683~U7 snRNP	5	0.18248175182481752	0.0074338417183836564	P62306, P14678, P62318, P62308, P62304	2712	7	20666	5.443004635482511	0.9998383511545652	0.037011041746846295	0.029355766445361843
REACTOME_PATHWAY	R-HSA-77588~SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	7	0.25547445255474455	0.008089545384965792	P52298, Q09161, P62306, P14678, P62318, P62308, P62304	2077	11	11153	3.4171225981529303	0.9999998444526365	0.02716680371890251	0.019161670981432014

Annotation Cluster 30	Enrichment Score: 4.706035140600872
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0000176~nuclear exosome (RNase complex)	15	0.5474452554744526	7.900744838859674E-10	O15381, Q9Y2L1, Q13868, Q01780, Q9NQT4, Q9NQT5, Q06265, Q96B26, Q6RFH5, Q99547, Q5RKV6, P42285, Q9Y3B2, Q9NPD3, Q15024	2712	18	20666	6.350172074729597	9.243866799790723E-7	1.4221340709947412E-8	1.1279832631479659E-8
KEGG_PATHWAY	hsa03018:RNA degradation	38	1.3868613138686132	1.6723039545853526E-9	P06733, Q9Y4Y9, O95777, P11940, Q06265, O95453, Q8TCS8, P38646, Q99547, Q8IZH2, P62310, Q9H2U1, Q5RKV6, P42285, O15116, Q9Y4Z0, P62312, Q9UK45, Q15024, Q9H0D6, Q9Y2L1, Q13868, Q9Y333, P26196, Q01780, Q9NQT4, Q9NQT5, O75175, Q96B26, Q6P2E9, P17858, Q9Y3B2, Q9NPD3, P08237, Q01813, Q13310, P10809, P09104	1583	78	8865	2.7282666796248605	5.752723979401964E-7	2.739393144654101E-8	2.158068436631574E-8
GOTERM_BP_DIRECT	GO:0000956~nuclear-transcribed mRNA catabolic process	18	0.656934306569343	1.755743503161502E-9	Q13868, Q01780, Q9NQT4, Q9NQT5, Q06265, Q96B26, Q9UKD2, Q8IZH2, P17844, P62487, Q5RKV6, Q9NPD3, Q9UK45, Q9Y4Z0, Q92900, Q15024, Q9Y2W1, Q9H0D6	2654	26	19416	5.064749869572778	9.972573649430494E-6	1.994524619591466E-7	1.9106000801403464E-7
GOTERM_CC_DIRECT	GO:0000178~exosome (RNase complex)	14	0.5109489051094891	4.716810915246716E-9	Q9Y2L1, Q92945, Q13868, Q01780, Q9NQT4, Q9NQT5, Q06265, Q96B26, Q99547, Q5RKV6, P42285, Q9Y3B2, Q9NPD3, Q15024	2712	17	20666	6.275464167968072	5.518653587111011E-6	7.664817737275913E-8	6.079445179651323E-8
REACTOME_PATHWAY	R-HSA-429914~Deadenylation-dependent mRNA decay	29	1.0583941605839415	6.098396204130946E-8	Q9Y4Y9, P11940, Q06265, O95453, Q04637, Q8IZH2, P62310, Q5RKV6, P23588, O15116, Q9Y4Z0, P62312, Q9UK45, Q9C0C2, Q15024, P38919, Q9Y2L1, Q13868, Q9Y333, P26196, Q9NQT4, Q9NQT5, O75175, Q96B26, Q6P2E9, Q9H074, Q9Y3B2, Q9NPD3, P60842	2077	55	11153	2.831330152755285	1.1769212397083617E-4	3.3839089282117404E-7	2.386786100582284E-7
GOTERM_CC_DIRECT	GO:0101019~nucleolar exosome (RNase complex)	10	0.36496350364963503	1.0033359951830366E-7	Q13868, Q5RKV6, Q9Y3B2, Q9NPD3, Q01780, Q9NQT4, Q06265, Q9NQT5, Q96B26, Q15024	2712	10	20666	7.620206489675516	1.1738342737688257E-4	1.3493139245564975E-6	1.0702250615285724E-6
GOTERM_BP_DIRECT	GO:0006401~RNA catabolic process	19	0.6934306569343066	1.1531664344858001E-7	Q12972, Q9Y2L1, Q14103, Q13868, Q09161, Q01780, Q9NQT4, Q9NQT5, Q06265, Q96B26, Q8TCS8, Q5RKV6, P42285, Q9Y3B2, Q9NPD3, Q8IYB8, Q13310, Q15024, Q9H0D6	2654	35	19416	3.9714070405856394	6.547841078607952E-4	9.225331475886401E-6	8.837152915545406E-6
GOTERM_CC_DIRECT	GO:0000177~cytoplasmic exosome (RNase complex)	12	0.43795620437956206	1.5946713244670602E-7	Q9Y2L1, Q13868, Q5RKV6, Q9Y3B2, Q9Y2V2, Q9NPD3, Q01780, Q9NQT4, Q06265, Q9NQT5, Q96B26, Q15024	2712	15	20666	6.096165191740413	1.8655915557619362E-4	2.1067695136507396E-6	1.671010349288792E-6
REACTOME_PATHWAY	R-HSA-450385~Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	13	0.4744525547445255	4.093693394825284E-6	Q9Y2L1, P31946, Q13868, Q9NQT4, Q9NQT5, Q06265, Q96B26, Q07352, Q8IZH2, Q5RKV6, Q9Y3B2, Q9NPD3, Q15024	2077	17	11153	4.106290180973689	0.007869714789949023	2.006325366854727E-5	1.4151295440995018E-5
REACTOME_PATHWAY	R-HSA-450513~Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	13	0.4744525547445255	4.093693394825284E-6	Q9Y2L1, P31946, Q13868, Q9NQT4, Q9NQT5, Q06265, Q96B26, Q8IZH2, Q5RKV6, Q9Y3B2, Q92973, Q9NPD3, Q15024	2077	17	11153	4.106290180973689	0.007869714789949023	2.006325366854727E-5	1.4151295440995018E-5
REACTOME_PATHWAY	R-HSA-450604~KSRP (KHSRP) binds and destabilizes mRNA	13	0.4744525547445255	4.093693394825284E-6	Q9Y2L1, Q92945, Q13868, Q9NQT4, Q9NQT5, Q06265, Q96B26, O95453, Q5RKV6, Q9Y3B2, Q9NPD3, P63104, Q15024	2077	17	11153	4.106290180973689	0.007869714789949023	2.006325366854727E-5	1.4151295440995018E-5
REACTOME_PATHWAY	R-HSA-381042~PERK regulates gene expression	18	0.656934306569343	1.1815792323383201E-5	Q9Y2L1, Q92945, Q13868, Q9NQT4, Q9NQT5, P41091, Q06265, Q96B26, O95453, P11021, Q5RKV6, Q9Y3B2, P23511, Q9NPD3, P20042, P05198, P08243, Q15024	2077	32	11153	3.020492296581608	0.022546554077622627	5.56494999425682E-5	3.9251485718165654E-5
GOTERM_MF_DIRECT	GO:0000175~3'-5'-RNA exonuclease activity	16	0.583941605839416	2.1030085478502647E-5	Q9Y2L1, Q6L8Q7, Q13868, Q01780, Q9NQT4, O00411, Q9NQT5, Q06265, O95453, Q8TCS8, Q9HB07, Q9NPD3, Q9Y3B8, Q9H9L3, Q15024, Q9H0D6	2703	34	19208	3.3440839154751805	0.04028052371919344	5.710252376454538E-4	5.324700809348656E-4
GOTERM_BP_DIRECT	GO:0034475~U4 snRNA 3'-end processing	8	0.291970802919708	2.4669841919759587E-5	Q13868, Q5RKV6, Q9NPD3, Q9NQT4, Q06265, Q9NQT5, Q96B26, Q15024	2654	9	19416	6.502888721426777	0.13075167110150443	0.0011485631320019216	0.0011002345072574748
GOTERM_BP_DIRECT	GO:0071028~nuclear mRNA surveillance	8	0.291970802919708	7.246524517498937E-5	Q8IZH2, Q5RKV6, Q9NPD3, Q01780, Q9NQT4, Q06265, Q96B26, Q15024	2654	10	19416	5.8525998492841	0.3374223409313787	0.002858351337457914	0.0027380791597022025
GOTERM_BP_DIRECT	GO:0071051~poly(A)-dependent snoRNA 3'-end processing	7	0.25547445255474455	3.7509122121410804E-4	Q13868, Q5RKV6, Q9NPD3, Q01780, Q9NQT4, Q9NQT5, O95453	2654	9	19416	5.690027631248429	0.8812717256640747	0.011454398583312547	0.010972426530247107
REACTOME_PATHWAY	R-HSA-380994~ATF4 activates genes in response to endoplasmic reticulum  stress	14	0.5109489051094891	4.555391758006182E-4	Q9Y2L1, Q92945, Q13868, Q9NQT4, Q9NQT5, Q06265, Q96B26, O95453, Q5RKV6, Q9Y3B2, P23511, Q9NPD3, P08243, Q15024	2077	27	11153	2.784322117013499	0.584964376640178	0.0017988673792862858	0.001268802366953869
GOTERM_BP_DIRECT	GO:0071035~nuclear polyadenylation-dependent rRNA catabolic process	6	0.21897810218978103	7.835632720666103E-4	Q13868, Q01780, Q06265, Q9NQT5, Q96B26, Q15024	2654	7	19416	6.270642695661535	0.9883492412869694	0.02206868794263757	0.021140093502797712
GOTERM_BP_DIRECT	GO:0071038~TRAMP-dependent tRNA surveillance pathway	6	0.21897810218978103	7.835632720666103E-4	Q13868, Q01780, Q06265, Q9NQT5, Q96B26, Q15024	2654	7	19416	6.270642695661535	0.9883492412869694	0.02206868794263757	0.021140093502797712
REACTOME_PATHWAY	R-HSA-429958~mRNA decay by 3' to 5' exoribonuclease	10	0.36496350364963503	8.497759729144322E-4	Q9Y2L1, Q13868, Q5RKV6, Q9Y3B2, Q9NPD3, Q9NQT4, Q06265, Q9NQT5, Q96B26, Q15024	2077	16	11153	3.3561025517573424	0.8061682700671902	0.003262261239955802	0.002300983847136097
GOTERM_BP_DIRECT	GO:0016075~rRNA catabolic process	8	0.291970802919708	0.003256196163860336	Q8IZH2, Q9Y2L1, Q5RKV6, Q9NPD3, Q9NQT4, Q06265, Q96B26, Q15024	2654	16	19416	3.6578749058025624	0.9999999909939722	0.06787212020996192	0.06501623346169064
GOTERM_BP_DIRECT	GO:0000467~exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	0.21897810218978103	0.00370197697478763	Q13868, Q01780, Q06265, Q9NQT5, Q96B26, Q15024	2654	9	19416	4.877166541070083	0.9999999992903482	0.07509724720283478	0.07193734542792676
GOTERM_BP_DIRECT	GO:0045006~DNA deamination	4	0.145985401459854	0.009150838678250653	Q5RKV6, Q9NPD3, Q9NQT4, Q9NQT5	2654	4	19416	7.315749811605125	1.0	0.15242452695737158	0.1460108892913836
GOTERM_BP_DIRECT	GO:0071034~CUT catabolic process	4	0.145985401459854	0.009150838678250653	Q9Y2L1, Q13868, Q01780, Q9NQT5	2654	4	19416	7.315749811605125	1.0	0.15242452695737158	0.1460108892913836
GOTERM_BP_DIRECT	GO:0000288~nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	8	0.291970802919708	0.009891016154812629	Q6L8Q7, Q9Y2L1, Q13868, Q06265, Q9NQT5, Q96B26, Q07352, Q15024	2654	19	19416	3.0803157101495264	1.0	0.163316778370162	0.15644482237888233
GOTERM_BP_DIRECT	GO:0034473~U1 snRNA 3'-end processing	3	0.10948905109489052	0.05089586774192373	Q06265, Q96B26, Q15024	2654	3	19416	7.315749811605125	1.0	0.5321800869109381	0.5097872980426785
GOTERM_BP_DIRECT	GO:0034476~U5 snRNA 3'-end processing	3	0.10948905109489052	0.05089586774192373	Q06265, Q96B26, Q15024	2654	3	19416	7.315749811605125	1.0	0.5321800869109381	0.5097872980426785

Annotation Cluster 31	Enrichment Score: 4.4517128510304325
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:2000767~positive regulation of cytoplasmic translation	12	0.43795620437956206	6.838724981602405E-7	Q9H074, Q14103, Q9H2U1, P14618, P67809, O75534, P11940, P16989, O60506, P62633, Q00839, Q08211	2654	16	19416	5.486812358703843	0.0038768626062642975	4.643635177954542E-5	4.448242782262441E-5
GOTERM_BP_DIRECT	GO:0070934~CRD-mediated mRNA stabilization	10	0.36496350364963503	6.949101938840424E-7	Q9H074, O00425, Q14103, P67809, O75534, P11940, Q9Y6M1, O60506, Q00839, Q08211	2654	11	19416	6.650681646913749	0.00393931174651474	4.643635177954542E-5	4.448242782262441E-5
GOTERM_BP_DIRECT	GO:1900152~negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	8	0.291970802919708	2.4669841919759587E-5	Q9H074, Q14103, P67809, O75534, P11940, O60506, Q00839, Q08211	2654	9	19416	6.502888721426777	0.13075167110150443	0.0011485631320019216	0.0011002345072574748
GOTERM_CC_DIRECT	GO:0106002~mCRD-mediated mRNA stability complex	5	0.18248175182481752	0.001322944807102349	Q9H074, Q14103, O75534, P11940, O60506	2712	5	20666	7.620206489675516	0.7875120897641872	0.008366732023295938	0.006636177194545838
GOTERM_CC_DIRECT	GO:0070937~CRD-mediated mRNA stability complex	5	0.18248175182481752	0.003554870878945751	P67809, O75534, O60506, Q00839, Q08211	2712	6	20666	6.350172074729597	0.9844952554650509	0.019805709182697754	0.01570914369362694

Annotation Cluster 32	Enrichment Score: 4.3944981238837215
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-75067~Processing of Capped Intronless Pre-mRNA	19	0.6934306569343066	2.838789528211219E-7	P52298, Q86U42, Q09161, Q12996, P14678, Q9UKF6, O43809, Q9P2I0, P33240, Q92797, Q9C0J8, P62306, Q16630, P62318, Q8N684, Q6UN15, P62308, Q10570, P62304	2077	29	11153	3.518121295635283	5.477363942723024E-4	1.5441415715424967E-6	1.0891355880066704E-6
GOTERM_BP_DIRECT	GO:0031124~mRNA 3'-end processing	15	0.5474452554744526	4.642832736953345E-6	P52298, Q09161, Q12996, Q8N7H5, Q9UKF6, O43809, Q96P16, P33240, Q5VT52, Q9C0J8, Q16630, Q9NQG5, Q6NZY4, Q8N684, Q8IXZ2	2654	28	19416	3.91915168478846	0.026026663688692442	2.5854205829308824E-4	2.476632639388544E-4
REACTOME_PATHWAY	R-HSA-77595~Processing of Intronless Pre-mRNAs	14	0.5109489051094891	6.49030354745948E-6	P52298, Q86U42, Q09161, Q12996, Q9UKF6, O43809, Q9P2I0, P33240, Q92797, Q9C0J8, Q16630, Q8N684, Q6UN15, Q10570	2077	20	11153	3.7588348579682234	0.012448198627423412	3.1648424621576405E-5	2.2322710685959122E-5
GOTERM_CC_DIRECT	GO:0005847~mRNA cleavage and polyadenylation specificity factor complex	11	0.40145985401459855	5.032214294670339E-4	O43809, Q9P2I0, P33240, Q92797, Q9C0J8, Q16630, Q8N684, Q6UN15, Q9UKF6, Q8IXZ2, Q10570	2712	24	20666	3.4925946411012783	0.4450721994519652	0.003679806702977685	0.002918684290908796
GOTERM_BP_DIRECT	GO:0180010~co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway	5	0.18248175182481752	0.02474964716853043	O43809, Q12996, Q16630, Q8N684, Q9UKF6	2654	9	19416	4.064305450891736	1.0	0.3256337158445217	0.31193187463204974

Annotation Cluster 33	Enrichment Score: 4.2399200884591695
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
